str,en_US,en_HK,en_SG,en_TH,zh_HK,zh_SG,th_TH,id_HK,id_SG
title_kiosk_term_of_use_6,Copyright and Trademark,,,,版權和商標,版权和商标,ลิขสิทธิ์และเครื่องหมายการค้า,Hak Cipta dan Merek Dagang,
title_kiosk_term_of_use_7,Language,,,,語,语,ภาษา,Bahasa,
title_reward_term_of_use_1,Ownership; Agreement to Terms of Use,,,,所有權; 同意使用條款,所有权; 同意使用条款,ความเป็นเจ้าของ; ข้อตกลงในข้อกำหนดการใช้งาน,Kepemilikan; Persetujuan terhadap Ketentuan Penggunaan,
title_reward_term_of_use_2,Definition,,,,定義,定义,คำนิยาม,Definisi,
title_reward_term_of_use_3,Dragon Rewards Membership Program,,,,Dragon Rewards 會員計劃,Dragon Rewards 会员计划,โปรแกรมสมาชิก Dragon Rewards,Program Keanggotaan Hadiah Naga,
title_reward_term_of_use_4,Earning Reward Points,,,,賺取獎勵積分,赚取奖励积分,รับคะแนนสะสม,Mendapatkan Poin Hadiah,
title_reward_term_of_use_5,Redeeming Reward Points,,,,兌換獎勵積分,兑换奖励积分,การแลกคะแนนสะสม,Penukaran Poin Hadiah,
title_reward_term_of_use_6,Donation to Charity (for Hong Kong only),,,,慈善捐款（只限香港）,慈善捐款（只限香港）,การบริจาคเพื่อการกุศล (สำหรับฮ่องกงเท่านั้น),Donasi untuk Amal (hanya untuk Hong Kong),
title_reward_term_of_use_7,Others,,,,其他,其他,อื่นๆ,Yang lain,
title_term_of_use,Terms of Use,,,,使用條款,使用条款,ข้อกำหนดการใช้งาน,Syarat Penggunaan,
title_top_up_summary,Top Up Summary,,,,增值摘要,增值摘要,สรุปการเติมเงิน,Ringkasan Isi Ulang,
title_topup_deposit,Top Up / Deposit ( Kiosk Only ),,,,增值/存款（僅限服務站）,增值/存款（仅限服务站）,เติมเงิน / ฝากเงิน (ที่ตู้เท่านั้น ),Top Up / Deposit (Khusus Kios),
title_verify_phone_number,Verify Phone Number,,,,驗證電話號碼,验证电话号码,ยืนยันหมายเลขโทรศัพท์,Verifikasi Nomor Telepon,
top_up_success,Top Up Successful!,,,,充值成功！,充值成功！,เติมเงินสำเร็จ!,Top Up Berhasil!,
topTenQuestions,Frequent Questions,,,,常見問題,常见问题,คำถามที่่ถูกถามบ่อย,Pertanyaan yang Sering Diajukan,
topUp,Top Up,,,,增值龍幣,增值龙币,เติมเงิน,Isi Ulang,
topUpDragonPoints,Top-up Your Points,,,,增值龍幣,增值龙币,เติมคะแนนของคุณ,Isi Ulang Poin Anda,
topUpWithCashNotes,Top up with cash notes,,,,用紙幣增值,用纸币增值,เติมเงินด้วยธนบัตร,Isi ulang dengan uang tunai,
topUpWithCoins,Top up with coins,,,,用硬幣服務,用硬币服务,เติมเงินด้วยเหรียญ,Isi ulang dengan koin,
total_cost_confirm,Total Cost,,,,總價值：,总价值：,ค่าใช้จ่ายทั้งหมด,Total biaya,
total_value_summary,Total Value:,,,,總價值：,总价值：,มูลค่ารวม:,Nilai total:,
toUseThisFeatureFindAKioskNearYou,"To top-up, find a kiosk nearest to you using [ Find Kiosk ].",,,,如需增值，請使用【找服務站】查詢離您最近的服務站。,如需增值，请使用【找服务站】查询离您最近的服务站。,ในการเติมเงิน ให้ค้นหาตู้ฝากเหรียญที่ใกล้คุณที่สุดโดยใช้ [ Find Kiosk ],"Untuk melakukan isi ulang, cari kios terdekat dengan Anda menggunakan [ Temukan Kios ].",
transact_with_us_today,Transact with us today.,,,,今天與我們交易。,今天与我们交易。,ธุรกรรมกับเราวันนี้,Bertransaksilah dengan kami hari ini.,
transactionHistory,History,,,,交易紀錄,交易纪录,ประวัติ,Sejarah,
tryOutBestToHelp,We're here to help :),,,,致力為您解決問題 :),致力为您解决问题 :),เราพร้อมให้ความช่วยเหลือ :),Kami di sini untuk membantu :),
txRefNumber,Transaction Ref.:,,,,交易參考編號：,交易参考编号：,อ้างอิงธุรกรรม:,Referensi Transaksi:,
unauthorizedAccess,Unauthorized Access,,,,未經授權的訪問,未经授权的访问,การเข้าถึงโดยไม่ได้รับอนุญาต,Akses tidak sah,
unregisteredMessage,*Unregistered phone numbers will be registered as new accounts.,,,,*未註冊的電話號碼將自動註冊為新用戶,*未注册的电话号码将自动注册为新用户,*หมายเลขโทรศัพท์ที่ไม่ได้ลงทะเบียนจะถูกลงทะเบียนเป็นบัญชีใหม่,*Nomor telepon yang tidak terdaftar akan didaftarkan sebagai akun baru.,
use,Use,,,,使用,使用,ใช้,Menggunakan,
usedOrExpired,Used/Expired,,,,已使用/過期,已使用/过期,ใช้แล้ว/หมดอายุ,Bekas/Kedaluwarsa,
userInfo,User Info,,,,用戶資料,用户资料,ข้อมูลผู้ใช้,Info Pengguna,
username,Username,,,,用戶名稱,用户名称,ชื่อผู้ใช้,Nama belakang,
value,value,,,,總值,总值,ค่า,nilai,
verify,Submit,,,,確認,确认,ส่ง,Kirim,
view_all,View All,,,,查看全部,查看全部,ดูทั้งหมด,Lihat semua,
voucher,E-Vouchers,,,,電子禮劵,电子礼劵,บัตรกำนัล E-Vouchers,E-Voucher,
voucher_exchange,Voucher Exchange,,,,兌換禮劵,兑换礼劵,การแลกเปลี่ยนบัตรกำนัล,Penukaran Voucher,
voucher_out_of_stock,Voucher Out of Stock,,,,禮劵缺貨,礼劵缺货,บัตรกำนัลสินค้าหมด,Stok Voucher Habis,
voucherActiveHelp1,This section contains your valid e-voucher entries.,,,,已成功兌換的有效電子禮劵將在此處存檔。,已成功兑换的有效电子礼劵将在此处存档。,รายการบัตรกำนัล E-Vouchers ที่ใช้งานได้,Bagian ini berisi entri e-voucher Anda yang valid.,
voucherActiveHelp2,Hide or archive used or expired e-vouchers,,,,隱藏或存檔已使用或過期的電子優惠券。,隐藏或存档已使用或过期的电子优惠券。,ซ่อนหรือเก็บบัตรกำนัล E-Vouchers ที่ใช้แล้วหรือหมดอายุ,Sembunyikan atau arsipkan e-voucher bekas atau kadaluwarsa,
voucherActiveHelp3,Show e-voucher details / QR Code,,,,顯示電子禮劵詳細信息/顯示二維碼。,显示电子礼劵详细信息/显示二维码。,แสดงรายละเอียดบัตรกำนัล E-Vouchers / QR Code,Tampilkan detail e-voucher / Kode QR,
voucherActiveNote1,Note: Some e-voucher entries will show a QR code (to be presented at checkout) when selected.,,,,注意：某些電子禮劵在點擊時會顯示二維碼( 以便結帳使用時出示 )。,注意：某些电子礼劵在点击时会显示二维码( 以便结帐使用时出示 )。,หมายเหตุ: บางบัตรกำนัล E-Vouchers จะแสดงรหัส QR (จะแสดงที่จุดชำระเงิน) เมื่อทำการเลือก,Catatan: Beberapa entri e-voucher akan menampilkan kode QR (untuk ditunjukkan saat checkout) ketika dipilih.,
voucherInactiveHelp1,This is an archive of your used/expired e-voucher entries.,,,,已使用/過期的電子禮劵將在此處存檔。,已使用/过期的电子礼劵将在此处存档。,ที่จัดเก็บ(Archive)รายการบัตรกำนัล E-Vouchers ที่ใช้/หมดอายุ,Ini adalah arsip entri e-voucher Anda yang sudah digunakan/kedaluwarsa.,
voucherInactiveHelp2,Unhide or unarchive e-voucher entry.,,,,取消隱藏或取消歸檔電子禮劵。,取消隐藏或取消归档电子礼劵。,เลิกการซ่อนหรือยกเลิกการเก็บรายการบัตรกำนัล E-Vouchers,Perlihatkan atau batalkan pengarsipan entri e-voucher.,
